,uniqueID,emerg.date,phen.1,itero.per?,date.1,stem.diam.1,height.1,total.branch.1,longest.leaf.1,buds.1,flrs.1,fruits.1,longest.fruit.1,notes.1,herb.1,protocol.notes.1,phen.2,date.2,stem.diam.2,height.2,total.branch.2,longest.leaf.2,buds.2,flrs.2,fruits.2,longest.fruit.2,notes.2,herb.2,protocol.notes.2,phen.3,date.3,stem.diam.3,height.3,total.branch.3,longest.leaf.3,buds.3,flrs.3,fruits.3,longest.fruit.3,notes.3,herb.3,protocol.notes.3,phen.4,date.4,stem.diam.4,height.4,total.branch.4,longest.leaf.4,buds.4,flrs.4,fruits.4,longest.fruit.4,notes.4,herb.4,protocol.notes.4,date.5,phen.5,stem.diam.5,height.5,total.branch.5,longest.leaf.5,buds.5,flrs.5,fruits.5,longest.fruit.5,notes.5,herb.5,protocol.notes.5,date.6,phen.6,stem.diam.6,height.6,total.branch.6,longest.leaf.6,buds.6,flrs.6,fruits.6,longest.fruit.6,notes.6,herb.6,protocol.notes.6,date.7,phen.7,stem.diam.7,height.7,total.branch.7,longest.leaf.7,buds.7,flrs.7,fruits.7,longest.fruit.7,notes.7,herb.7,date.8,phen.8,stem.diam.8,height.8,total.branch.8,longest.leaf.8,buds.8,flrs.8,fruits.8,longest.fruit.8,canopy.width.8,notes.8,herb.8,itero.per,emerg.date.x,date_01.07.2018,phen_01.07.2018,stem.diam_01.07.2018,height_01.07.2018,total.branch_01.07.2018,longest.leaf_01.07.2018,buds_01.07.2018,flrs_01.07.2018,fruits_01.07.2018,longest.fruit_01.07.2018,herb_01.07.2018,notes_01.07.2018,protocol.notes_01.07.2018,canopy.width.largest.rosette_10.07.2018,date_18.07.2018,phen_18.07.2018,stem.diam_18.07.2018,height_18.07.2018,total.branch_18.07.2018,longest.leaf_18.07.2018,buds_18.07.2018,flrs_18.07.2018,fruits_18.07.2018,longest.fruit_18.07.2018,notes_18.07.2018,herb_18.07.2018,protocol.notes_18.07.2018,date_05.08.2018,phen_05.08.2018,stem.diam_05.08.2018,height_05.08.2018,total.branch_05.08.2018,longest.leaf_05.08.2018,buds_05.08.2018,flrs_05.08.2018,fruits_05.08.2018,longest.fruit_05.08.2018,notes_05.08.2018,herb_05.08.2018,protocol.notes_05.08.2018,date_27.08.2018,phen_27.08.2018,height_27.08.2018,total.branch_27.08.2018,longest.leaf_27.08.2018,buds_27.08.2018,flrs_27.08.2018,fruits_27.08.2018,longest.fruit_27.08.2018,notes_27.08.2018,herb_27.08.2018,protocol.notes_27.08.2018,date_10.07.2018,phen_10.07.2018,height_10.07.2018,total.branch_10.07.2018,longest.leaf_10.07.2018,buds_10.07.2018,flrs_10.07.2018,fruits_10.07.2018,herb_10.07.2018,date_27.07.2018,site_27.07.2018,plot_27.07.2018,quad_27.07.2018,ind_27.07.2018,phen_27.07.2018,height_27.07.2018,total.branch_27.07.2018,longest.leaf_27.07.2018,flrs_27.07.2018,fruits_27.07.2018,buds_27.07.2018,notes_27.07.2018,herb_27.07.2018,protocol.notes_27.07.2018,site,plot,quad,ind,emerg.date.y,phen_16.08.2018,height_16.08.2018,total.branch_16.08.2018,longest.leaf_16.08.2018,buds_16.08.2018,flrs_16.08.2018,fruits_16.08.2018,herb_16.08.2018,notes_16.08.2018,protocol.notes_16.08.2018
484,LV3 P1 QNA #85,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,6.8,1,2.6,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.4,9.4,1,2.3,NA,NA,NA,NA,NA,0,NA,8/27/18,V,9.4,1,2.3,NA,NA,NA,NA,NA,0,NA,7/10/18,V,7,1,2.2,NA,NA,NA,0,7/27/18,LV3,1,NA,85,V,7.4,1,2.5,NA,NA,NA,NA,NA,NA,LV3,1,NA,85,NA,V,9.4,1,2.3,NA,NA,NA,0,NA,NA
485,LV3 P1 QNA #86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,8,1,2.1,NA,NA,NA,NA,herb 1a,1,NA,8/5/18,V,1.9,8.4,1,2,NA,NA,NA,NA,herb 1a,1,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,chopped 2b (1),2,NA,7/10/18,V,7.3,1,1.9,NA,NA,NA,1,7/27/18,LV3,1,NA,86,V,8,1,2.2,NA,NA,NA,herb 1a,1,NA,LV3,1,NA,86,NA,V,8.4,1,2,NA,NA,NA,1,herb 1-a,NA
486,LV3 P1 QNA #87,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,13.1,1,NA,3,0,4,NA,NA,0,NA,8/5/18,P,2.03,15,1,NA,0,0,4,6.6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,15..1,1,NA,4,1,4,0,7/27/18,LV3,1,NA,87,P,14.3,1,NA,NA,4,NA,NA,NA,NA,LV3,1,NA,87,NA,S,15,1,NA,NA,NA,4,0,NA,NA
487,LV3 P1 QNA #88,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,15.5,4,NA,2,2,16,NA,AM chopped (2b),2,NA,8/5/18,P,2.62,20,4,NA,0,0,16,5.2,herb 2b (1),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,20.6,5,NA,11,6,15,0,7/27/18,LV3,1,NA,88,P,18,4,NA,NA,16,NA,herb 2b (1 branch),2,NA,LV3,1,NA,88,NA,S,20,4,NA,NA,NA,16,0,NA,NA
488,LV3 P1 QNA #89,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,13.1,1,NA,2,0,3,NA,NA,0,NA,8/5/18,P,1.98,13,1,NA,0,0,3,6.4,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,chopped 2b (1),2,NA,7/10/18,F,11.5,1,NA,3,3,3,0,7/27/18,LV3,1,NA,89,P,13,1,NA,NA,3,NA,NA,NA,NA,LV3,1,NA,89,NA,S,13,1,NA,NA,NA,3,0,NA,NA
489,LV3 P1 QNA #90,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,8.3,1,2.2,NA,NA,NA,NA,herb 1a,1,NA,8/5/18,V,3.3,11,1,2.2,NA,NA,NA,NA,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,V,3.4,1,1.6,NA,NA,NA,1,7/27/18,LV3,1,NA,90,V,8.3,1,2.1,NA,NA,NA,herb 1a,1,NA,LV3,1,NA,90,NA,V,11,1,2.2,NA,NA,NA,1,herb 1-a,NA
490,LV3 P1 QNA #91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,14.6,1,NA,0,0,5,NA,NA,0,NA,8/5/18,P,1.85,14.8,1,NA,0,0,5,6,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,12.9,1,NA,4,3,4,0,7/27/18,LV3,1,NA,91,P,14.8,1,NA,NA,5,NA,NA,NA,NA,LV3,1,NA,91,NA,Sx,14.8,1,NA,NA,NA,5,0,NA,NA
491,LV3 P1 QNA #92,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,11.1,1,2.4,NA,NA,NA,NA,bolting,0,NA,8/5/18,V,3.2,11.4,1,2,NA,NA,NA,NA,NA,0,NA,8/27/18,X,NA,NA,NA,NA,NA,NA,NA,herb 2b (1),2,NA,7/10/18,V,9.3,1,2.6,NA,NA,NA,0,7/27/18,LV3,1,NA,92,V,11.1,1,2.4,NA,NA,NA,NA,NA,NA,LV3,1,NA,92,NA,V,11.4,1,2,NA,NA,NA,0,NA,NA
492,LV3 P1 QNA #93,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,7,1,2.9,NA,NA,NA,NA,herb 1a,1,NA,8/5/18,V,2.97,9.2,1,2.3,NA,NA,NA,NA,herb 1a,1,NA,8/27/18,V,9.3,1,2.1,NA,NA,NA,NA,herb 1a,1,NA,7/10/18,V,5.5,1,2.7,NA,NA,NA,1,7/27/18,LV3,1,NA,93,V,7,1,2.9,NA,NA,NA,NA,NA,NA,LV3,1,NA,93,NA,V,9.2,1,2.3,NA,NA,NA,1,herb 1-a,NA
493,LV3 P1 QNA #94,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,P,NA,34.1,7,NA,2,0,21,NA,NA,0,NA,8/5/18,P,3.89,34,7,NA,0,0,21,7,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,33,6,NA,14,13,21,0,7/27/18,LV3,1,NA,94,P,34.1,7,NA,NA,20,5,NA,NA,NA,LV3,1,NA,94,NA,S,34,7,NA,NA,NA,21,0,NA,NA
494,LV3 P1 QNA #95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,12.6,4,NA,6,2,5,NA,herb 1a,1,NA,8/5/18,P,2.24,14,5,NA,0,0,5,6.2,herb 2b (2),2,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,13.8,4,NA,12,6,11,0,7/27/18,LV3,1,NA,95,P,11,4,NA,NA,5,NA,herb 2b (1 branch),2,NA,LV3,1,NA,95,NA,S,14,5,NA,NA,NA,5,0,NA,NA
495,LV3 P1 QNA #96,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,27.5,4,NA,10,2,31,NA,NA,0,NA,8/5/18,P,3.69,28,4,NA,0,0,28,8,NA,0,NA,8/27/18,SX,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,21,4,NA,21,9,18,0,7/27/18,LV3,1,NA,96,P,27.5,4,NA,NA,22,NA,NA,NA,NA,LV3,1,NA,96,NA,S,28,4,NA,NA,NA,28,0,NA,NA
496,LV3 P1 QNA #97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,21.8,3,NA,11,4,8,NA,1 branch herb 2b,2,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,F,22,3,NA,14,5,8,2,7/27/18,LV3,1,NA,97,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
497,LV3 P1 QNA #97,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,F,NA,21.8,3,NA,11,4,8,NA,1 branch herb 2b,2,NA,8/5/18,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,8/27/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,7/10/18,V,4.8,1,2.6,NA,NA,NA,0,7/27/18,LV3,1,NA,97,X,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
498,LV3 P1 QNA #98,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,10.3,1,2.6,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.34,10.3,1,3,NA,NA,NA,NA,NA,0,NA,8/27/18,V,10.5,1,2.5,NA,NA,NA,NA,herb 1a; beetle & black spots (eggs? Poop?),1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7/27/18,LV3,1,NA,98,V,10.3,1,2.6,NA,NA,NA,NA,NA,NA,LV3,1,NA,98,NA,V,10.3,1,3,NA,NA,NA,0,NA,NA
499,LV3 P1 QNA #99,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,8.2,1,2.9,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.3,12.7,1,2.9,NA,NA,NA,NA,NA,0,NA,8/27/18,V,8.7,1,2.9,NA,NA,NA,NA,NA,0,NA,7/10/18,V,7.8,1,2.6,NA,NA,NA,0,7/27/18,LV3,1,NA,99,V,8.2,1,2.9,NA,NA,NA,NA,NA,NA,LV3,1,NA,99,NA,V,12.7,1,2.7,NA,NA,NA,0,NA,NA
500,LV3 P1.5 QNA #51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,6.4,1,2.1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.18,7.2,1,2.6,NA,NA,NA,NA,NA,0,NA,8/27/18,V,7.5,1,2.1,NA,NA,NA,NA,NA,0,NA,7/10/18,V,6.4,1,2.1,NA,NA,NA,0,7/27/18,LV3,1.5,NA,51,V,6.4,1,2.1,NA,NA,NA,NA,NA,NA,LV3,1.5,NA,51,NA,V,7.2,1,2.2,NA,NA,NA,0,NA,NA
501,LV3 P1.5 QNA #52,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,5.1,1,2.1,NA,NA,NA,NA,NA,0,NA,8/5/18,V,2.11,7.3,1,1.9,NA,NA,NA,NA,NA,0,NA,8/27/18,V,6.3,1,1.8,NA,NA,NA,NA,NA,0,NA,7/10/18,V,5.1,1,2.1,NA,NA,NA,0,7/27/18,LV3,1.5,NA,52,V,5.1,1,2.1,NA,NA,NA,NA,NA,NA,LV3,1.5,NA,52,NA,V,7.3,1,1.9,NA,NA,NA,0,NA,NA
502,LV3 P1.5 QNA #53,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,N,7/18/18,7/1/18,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,NA,NA,NA,7/18/18,V,NA,3.3,1,1.5,NA,NA,NA,NA,NA,0,NA,8/5/18,V,1.6,3.2,1,1.5,NA,NA,NA,NA,height probably wrong,0,NA,8/27/18,V,6.1,1,1.5,NA,NA,NA,NA,NA,0,NA,7/10/18,V,3.3,1,1.5,NA,NA,NA,0,7/27/18,LV3,1.5,NA,53,V,3.3,1,1.5,NA,NA,NA,NA,NA,NA,LV3,1.5,NA,53,NA,V,4.2,1,1.5,NA,NA,NA,0,NA,NA
