"","X1","uniqueID","emerg.date","phen.1","itero.per?","date.1","stem.diam.1","height.1","total.branch.1","longest.leaf.1","buds.1","flrs.1","fruits.1","longest.fruit.1","notes.1","herb.1","protocol.notes.1","phen.2","date.2","stem.diam.2","height.2","total.branch.2","longest.leaf.2","buds.2","flrs.2","fruits.2","longest.fruit.2","notes.2","herb.2","protocol.notes.2","phen.3","date.3","stem.diam.3","height.3","total.branch.3","longest.leaf.3","buds.3","flrs.3","fruits.3","longest.fruit.3","notes.3","herb.3","protocol.notes.3","phen.4","date.4","stem.diam.4","height.4","total.branch.4","longest.leaf.4","buds.4","flrs.4","fruits.4","longest.fruit.4","notes.4","herb.4","protocol.notes.4","date.5","phen.5","stem.diam.5","height.5","total.branch.5","longest.leaf.5","buds.5","flrs.5","fruits.5","longest.fruit.5","notes.5","herb.5","protocol.notes.5","date.6","phen.6","stem.diam.6","height.6","total.branch.6","longest.leaf.6","buds.6","flrs.6","fruits.6","longest.fruit.6","notes.6","herb.6","protocol.notes.6","date.7","phen.7","stem.diam.7","height.7","total.branch.7","longest.leaf.7","buds.7","flrs.7","fruits.7","longest.fruit.7","notes.7","herb.7","date.8","phen.8","stem.diam.8","height.8","total.branch.8","longest.leaf.8","buds.8","flrs.8","fruits.8","longest.fruit.8","canopy.width.8","notes.8","herb.8","itero.per","emerg.date.x","date_01.07.2018","phen_01.07.2018","stem.diam_01.07.2018","height_01.07.2018","total.branch_01.07.2018","longest.leaf_01.07.2018","buds_01.07.2018","flrs_01.07.2018","fruits_01.07.2018","longest.fruit_01.07.2018","herb_01.07.2018","notes_01.07.2018","protocol.notes_01.07.2018","canopy.width.largest.rosette_10.07.2018","date_18.07.2018","phen_18.07.2018","stem.diam_18.07.2018","height_18.07.2018","total.branch_18.07.2018","longest.leaf_18.07.2018","buds_18.07.2018","flrs_18.07.2018","fruits_18.07.2018","longest.fruit_18.07.2018","notes_18.07.2018","herb_18.07.2018","protocol.notes_18.07.2018","date_05.08.2018","phen_05.08.2018","stem.diam_05.08.2018","height_05.08.2018","total.branch_05.08.2018","longest.leaf_05.08.2018","buds_05.08.2018","flrs_05.08.2018","fruits_05.08.2018","longest.fruit_05.08.2018","notes_05.08.2018","herb_05.08.2018","protocol.notes_05.08.2018","date_27.08.2018","phen_27.08.2018","height_27.08.2018","total.branch_27.08.2018","longest.leaf_27.08.2018","buds_27.08.2018","flrs_27.08.2018","fruits_27.08.2018","longest.fruit_27.08.2018","notes_27.08.2018","herb_27.08.2018","protocol.notes_27.08.2018","date_10.07.2018","phen_10.07.2018","height_10.07.2018","total.branch_10.07.2018","longest.leaf_10.07.2018","buds_10.07.2018","flrs_10.07.2018","fruits_10.07.2018","herb_10.07.2018","date_27.07.2018","site_27.07.2018","plot_27.07.2018","quad_27.07.2018","ind_27.07.2018","phen_27.07.2018","height_27.07.2018","total.branch_27.07.2018","longest.leaf_27.07.2018","flrs_27.07.2018","fruits_27.07.2018","buds_27.07.2018","notes_27.07.2018","herb_27.07.2018","protocol.notes_27.07.2018","site.x","plot.x","quad.x","ind.x","emerg.date.y","phen_16.08.2018","height_16.08.2018","total.branch_16.08.2018","longest.leaf_16.08.2018","buds_16.08.2018","flrs_16.08.2018","fruits_16.08.2018","herb_16.08.2018","notes_16.08.2018","protocol.notes_16.08.2018","site.y","plot.y","quad.y","ind.y","itero.per.19","emerg.date.19","date_25.07.2019","phen_25.07.2019","stem.diam_25.07.2019","height_25.07.2019","total.branch_25.07.2019","longest.leaf","buds_25.07.2019","flrs_25.07.2019","fruits_25.07.2019","longest.fruit_25.07.2019","herb_25.07.2019","branch.damage_25.07.2019","notes_25.07.2019","protocol.notes_25.07.2019","date_02.08.2019","phen_02.08.2019","stem.diam_02.08.2019","height_02.08.2019","total.branch_02.08.2019","longest.leaf_02.08.2019","buds_02.08.2019","flrs_02.08.2019","fruits_02.08.2019","longest.fruit_02.08.2019","herb_02.08.2019","branch.damage_02.08.2019","notes_02.08.2019","protocol.notes_02.08.2019","date_08.08.2019","phen_08.08.2019","stem.diam_08.08.2019","height_08.08.2019","total.branch_08.08.2019","longest.leaf_08.08.2019","buds_08.08.2019","flrs_08.08.2019","fruits_08.08.2019","longest.fruit_08.08.2019","herb_08.08.2019","branch.damage_08.08.2019","notes_08.08.2019","protocol.notes_08.08.2019","date_18.08.2019","phen_18.08.2019","stem.diam_18.08.2019","height_18.08.2019","total.branch_18.08.2019","longest.leaf_18.08.2019","buds_18.08.2019","flrs_18.08.2019","fruits_18.08.2019","longest.fruit_18.08.2019","herb_18.08.2019","branch.damage_18.08.2019","notes_18.08.2019","protocol.notes_18.08.2019","date_28.08.2019","phen_28.08.2019","stem.diam_28.08.2019","height_28.08.2019","total.branch_28.08.2019","longest.leaf_28.08.2019","buds_28.08.2019","flrs_28.08.2019","fruits_28.08.2019","longest.fruit_28.08.2019","herb_28.08.2019","branch.damage_28.08.2019","notes_28.08.2019","protocol.notes_28.08.2019","date_07.09.2019","phen_07.09.2019","stem.diam_07.09.2019","height_07.09.2019","total.branch_07.09.2019","longest.leaf_07.09.2019","buds_07.09.2019","flrs_07.09.2019","fruits_07.09.2019","longest.fruit_07.09.2019","herb_07.09.2019","branch.damage_07.09.2019","notes_07.09.2019","protocol.notes_07.09.2019","date_18.09.2019","phen_18.09.2019","stem.diam_18.09.2019","height_18.09.2019","total.branch_18.09.2019","longest.leaf_18.09.2019","buds_18.09.2019","flrs_18.09.2019","fruits_18.09.2019","longest.fruit_18.09.2019","herb_18.09.2019","branch.damage_18.09.2019","notes_18.09.2019","protocol.notes_18.09.2019","date_28.09.2019","phen_28.09.2019","stem.diam_28.09.2019","height_28.09.2019","total.branch_28.09.2019","longest.leaf_28.09.2019","buds_28.09.2019","flrs_28.09.2019","fruits_28.09.2019","longest.fruit_28.09.2019","herb_28.09.2019","branch.damage_28.09.2019","notes_28.09.2019","protocol.notes_28.09.2019"
"655",NA,"LVTR2.25 PNA QNA #46",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2.25",NA,NA,"46","N","7/26/19","7/26/19","V","1.39","4.7","3","1.4",NA,NA,NA,NA,"0",0,NA,NA,"8/2/19","V",NA,NA,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,"8/8/19","V",NA,NA,NA,NA,NA,NA,NA,NA,"0",0,NA,NA,"8/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"8/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"9/7/19","V",1.77,7.1,5,"1.2",NA,NA,NA,NA,"0",0,NA,NA,"9/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,"3 br broken",NA,"9/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,"only 1 VB green",NA
"656",NA,"LVTR2.25 PNA QNA #47",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2.25",NA,NA,"47","N","7/26/19","7/26/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"657",NA,"LVTR2.25 PNA QNA #48",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2.25",NA,NA,"48","N","7/26/19","7/26/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/8/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/18/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/28/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/18/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","X",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"658",NA,"LVTR2.25 PNA QNA #49",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2.25",NA,NA,"49","N","7/26/19","7/26/19","B","3.9","7.3","3",NA,7,NA,NA,NA,"1.5",1,"AM broken, herb 2b, 1a",NA,"8/2/19","B",NA,NA,4,NA,14,0,0,NA,"2",1,"AM & 2 br broken (2b)",NA,"8/8/19","F",NA,NA,"4",NA,"15","6","1",NA,"2",1,"AM broken, 2 br broken, many in bad shape",NA,"8/18/19","B",NA,NA,NA,NA,NA,NA,NA,NA,2,1,"2a (2)",NA,"8/28/19","F",NA,NA,6,NA,5,2,0,NA,2,1,"new growth, AM broken, herb (old)",NA,"9/7/19","F",4.38,11.7,6,NA,6,3,2,5.6,"0",0,NA,NA,"9/18/19","F",NA,NA,6,NA,3,2,4,NA,0,0,NA,"8 = dead","9/28/19","P",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"659",NA,"LVTR2.25 PNA QNA #50",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2.25",NA,NA,"50","N","7/26/19","7/26/19","B","5.73","14.3","19",NA,34,NA,NA,NA,"2",1,"11 broken (2b) and dead/disintegrating",NA,"8/2/19","F",NA,NA,19,NA,19,5,0,NA,"2",1,"many broken branches (2b)",NA,"8/8/19","F",NA,NA,"19",NA,"17","8","3",NA,"0",1,"many branches broken",NA,"8/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,1,"S/V; almost no leaves/br left",NA,"8/28/19","S/V",NA,NA,9,NA,0,0,0,NA,2,1,"almost nothing left - herb 2c (3 br) (old)",NA,"9/7/19","V",4.24,5,8,"0.4",NA,NA,NA,NA,"0",0,"tag fell off, 1 VB",NA,"9/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA,"9/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"660",NA,"LVTR2 PNA QNA #58",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2",NA,NA,"58","N","8/2/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","F",1.73,18.3,4,NA,6,4,11,NA,"2",1,"AM broken (2b)",NA,"8/8/19","P",NA,NA,"4",NA,"10","0","10",NA,"0",1,"AM broken",NA,"8/18/19","S",NA,NA,4,NA,0,0,8,NA,0,NA,NA,NA,"8/28/19","S/V",NA,NA,8,NA,NA,NA,NA,NA,0,0,"new br growing (veg) off other repro br's",NA,"9/7/19","SX",2.37,17,6,NA,0,0,9,6.3,"1, 3",0,"herb 1b, 3a",NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"661",NA,"LVTR2 PNA QNA #59",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2",NA,NA,"59","N","8/2/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","F",2.21,9.2,6,NA,10,2,5,NA,"2, 4",1,"2 br broken (2b), buds herb",NA,"8/8/19","F",NA,NA,"6",NA,"8","3","5",NA,"1.5",1,"2b (4), 1a",NA,"8/18/19","S",NA,NA,6,NA,0,0,5,NA,1,NA,"1a",NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,0,0,"may regrow br's",NA,"9/7/19","SX",2.22,10.5,10,NA,0,0,5,6.6,"1.5",1,"herb 1a, 2b",NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"662",NA,"LVTR2 PNA QNA #60",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2",NA,NA,"60","N","8/2/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","P",2.97,8,4,NA,10,0,1,NA,"2, 4",1,"2 br broken (2b), buds herb",NA,"8/8/19","P",NA,NA,"4",NA,"0","0","1",NA,"1, 2, 3",1,"1b, 2b (7), bery eaten, including 3b (1 fruit)",NA,"8/18/19","V",NA,NA,4,NA,0,0,0,NA,1.5,1,"1b, 2b (4br) P-->V b/c eaten up",NA,"8/28/19","B",NA,NA,14,NA,14,0,0,NA,0,0,"regrowing after herb",NA,"9/7/19","B",2.62,9.7,12,NA,20,0,0,NA,"1.5",1,"herb 1a, 2b",NA,"9/18/19","V",NA,NA,NA,NA,NA,NA,NA,NA,1.5,1,"herb 1b, 2b",NA,"9/28/19","V",NA,NA,NA,NA,NA,NA,NA,NA,0,0,NA,NA
"663",NA,"LVTR2 PNA QNA #61",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2",NA,NA,"61","N","8/2/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","F",1.68,10.3,3,NA,6,3,9,NA,"4",0,"buds & flrs herb",NA,"8/8/19","P",NA,NA,"3",NA,"0","0","6",NA,"1, 2, 3",1,"3b, 1a, 2b (3)",NA,"8/18/19","S",NA,NA,3,NA,0,0,4,NA,2,1,"2b (2)",NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",1.37,9.5,3,NA,0,0,4,5.6,"0",0,"1 VB",NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"664",NA,"LVTR2 PNA QNA #62",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"LVTR2",NA,NA,"62","N","8/2/19","7/26/19",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8/2/19","F",2.32,13,6,NA,7,3,32,NA,"0",0,NA,NA,"8/8/19","F",NA,NA,"6",NA,"3","1","25",NA,"2",1,"2b (2)",NA,"8/18/19","S",NA,NA,6,NA,0,0,17,NA,0,0,NA,NA,"8/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/7/19","SX",2.38,11.9,6,NA,0,0,20,6,"0",0,NA,NA,"9/18/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"9/28/19","SX",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
